group,permission,description,role,roleLabel,tagged,api,align,enforcement,notes
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,ACCOUNTANT,Accountant,NO,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.muster_edit,Record morning gang muster & overtime hours,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,UNGATED,labour.routes mostly cost-tracking OWNER/PM/ACCOUNTANT
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,PM,Project Manager,YES,PASS,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,ACCOUNTANT,Accountant,YES,PASS,MATCH,ROLE,labour cost-tracking roles (approx)
Labor Muster & Wages,labor.wage_settle,Approve & settle weekly labor wage payouts,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,labour cost-tracking roles (approx)
Proposals & Portals,proposal.view,View proposals,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,QC,Senior QC Engineer,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,MECHANICAL_MANAGER,Mechanical Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,STORE_INCHARGE,Store Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,SITE_SUPERVISOR,Site Supervisor,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,SUPERVISOR,Site Supervisor (legacy),NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,ACCOUNTANT,Accountant,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.view,View proposals,INVENTORY_MANAGER,Inventory Manager,NO,UNGATED,N/A,AUTH_ONLY,authenticate only
Proposals & Portals,proposal.create,Create & manage proposals,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,PM,Project Manager,YES,FAIL,UNDER,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,proposal.create,Create & manage proposals,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,proposal mutations OWNER
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,PM,Project Manager,YES,PASS,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,DPM,Deputy Project Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,ACCOUNTANT,Accountant,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Proposals & Portals,portal.manage,Manage client & subcontractor portal access,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,requireRole(OWNER|PM)
Settings,settings.company,Edit company profile & logo,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.company,Edit company profile & logo,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×3]
Settings,settings.users,"Manage users, invites & roles",OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.users,"Manage users, invites & roles",INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×9]
Settings,settings.permissions,Customize role permissions,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.permissions,Customize role permissions,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×4]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.integrations,"Manage integrations (WhatsApp, Razorpay, etc.)",INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×8]
Settings,settings.billing,Manage subscription & billing,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.billing,Manage subscription & billing,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.audit,View audit log,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.audit,View audit log,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×1]
Settings,settings.export,Export / backup company data,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.export,Export / backup company data,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,PM,Project Manager,YES,PASS,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,DPM,Deputy Project Manager,YES,PASS,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.material_prices,Manage material prices & resource library,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,resources use requireRole; rate-regions anyOf material_prices [route requirePermission ×2]
Settings,settings.rate_regions,Manage rate regions & regional pricing,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,PM,Project Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,DPM,Deputy Project Manager,NO,PASS,OVER,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,ACCOUNTANT,Accountant,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_regions,Manage rate regions & regional pricing,INVENTORY_MANAGER,Inventory Manager,NO,PASS,OVER,PERMISSION,[route requirePermission ×6]
Settings,settings.rate_analysis,Manage rate analysis library,OWNER,Owner / MD,YES,PASS,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,PM,Project Manager,YES,PASS,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,DPM,Deputy Project Manager,YES,PASS,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,QC,Senior QC Engineer,NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,ACCOUNTANT,Accountant,NO,PASS,OVER,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.rate_analysis,Manage rate analysis library,INVENTORY_MANAGER,Inventory Manager,NO,FAIL,MATCH,ROLE,RA_MUTATION_ROLES for writes; reads auth
Settings,settings.tickets,Manage support tickets,OWNER,Owner / MD,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,PM,Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,DPM,Deputy Project Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,QC,Senior QC Engineer,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,MECHANICAL_MANAGER,Mechanical Manager,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,STORE_INCHARGE,Store Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,SITE_SUPERVISOR,Site Supervisor,NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,SUPERVISOR,Site Supervisor (legacy),NO,FAIL,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,ACCOUNTANT,Accountant,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Settings,settings.tickets,Manage support tickets,INVENTORY_MANAGER,Inventory Manager,YES,PASS,MATCH,PERMISSION,[route requirePermission ×2]
Reports,reports.view,View reports hub,OWNER,Owner / MD,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,PM,Project Manager,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,DPM,Deputy Project Manager,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,QC,Senior QC Engineer,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,MECHANICAL_MANAGER,Mechanical Manager,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,STORE_INCHARGE,Store Incharge,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,WEIGHBRIDGE_INCHARGE,WeighBridge Incharge,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,SITE_SUPERVISOR,Site Supervisor,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,SUPERVISOR,Site Supervisor (legacy),YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,ACCOUNTANT,Accountant,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.view,View reports hub,INVENTORY_MANAGER,Inventory Manager,YES,UNGATED,N/A,AUTH_ONLY,pdf-report mostly auth; some OWNER/ACCOUNTANT
Reports,reports.download,Download PDF / Excel reports,OWNER,Owner / MD,YES,PARTIAL,N/A,MIXED,GST/TDS OWNER/ACCOUNTANT; others auth
Reports,reports.download,Download PDF / Excel reports,PM,Project Manager,YES,PARTIAL,N/A,MIXED,GST/TDS OWNER/ACCOUNTANT; others auth
Reports,reports.download,Download PDF / Excel reports,DPM,Deputy Project Manager,YES,PARTIAL,N/A,MIXED,GST/TDS OWNER/ACCOUNTANT; others auth
Reports,reports.download,Download PDF / Excel reports,QC,Senior QC Engineer,YES,PARTIAL,N/A,MIXED,GST/TDS OWNER/ACCOUNTANT; others auth
Reports,reports.download,Download PDF / Excel reports,MECHANICAL_MANAGER,Mechanical Manager,YES,PARTIAL,N/A,MIXED,GST/TDS OWNER/ACCOUNTANT; others auth
Reports,reports.download,Download PDF / Excel reports,STORE_INCHARGE,Store Incharge,NO,PARTIAL,N/A,MIXED,GST/TDS OWNER/ACCOUNTANT; others auth
